지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
관악산만남의광장,지진대피소,옥외대피소,기타,서울특별시관악구대학동211,서울특별시관악구대학동211,"37.469372
57442473","126.9171717
6526774",5659,6859,Y,02-879-4823,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
남서울중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구남부순환로172길97,서울특별시관악구남부순환로172길97,"37.4668021
89630066","126.9228643
5697748",5507,6675,Y,070-7208-4102,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
약수암어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구삼성동316-95,서울특별시관악구삼성동316-95,"37.4765783
0801995","126.9176958
7565875",1042,1263,Y,02-879-4793,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
문성어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구조원동1661-15,서울특별시관악구조원동1661-15,"37.4628384
16609756","126.915242
14387118",955,1157,Y,02-856-5621,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
새숲어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구조원동539-14,서울특별시관악구조원동539-14,"37.462102
1349205","126.917891
06998546",963,1167,Y,02-879-4581,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신림근린공원,지진대피소,옥외대피소,공원,서울특별시관악구미성동1707-1,서울특별시관악구미성동1707-1,"37.4655401
4776835","126.917127
13059142",19802,24002,Y,02-879-4613,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
호박골어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구신원동1580-22,서울특별시관악구신원동1580-22,"37.4591427
5725196","126.9205441
1141594",380,460,Y,02-879-4722,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
보명어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구법원단지길158-11,서울특별시관악구법원단지길158-11,"37.4848879
70840354","126.922099
44412497",707,856,Y,02-879-7461,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
서원어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구서원3길10,서울특별시관악구서원3길10,"37.4685129
48394846","126.936564
39035021",1445,1751,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
장군봉근린공원,지진대피소,옥외대피소,공원,서울특별시관악구신림동산170-132,서울특별시관악구신림동산170-132,"37.4657130
59468946","126.93172
0359995",4653,5640,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
봉림어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구신림동1510-2,서울특별시관악구신림동1510-2,"37.4818518
7361515","126.9213895
7049049",884,1071,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
해태어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구서림3길47,서울특별시관악구서림3길47,"37.4594153
6051554","126.9328660
3423175",823,997,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
비안어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구청룡동1530-14,서울특별시관악구청룡동1530-14,"37.4819505
6117716","126.902995
61034593",859,1041,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
충효어린이공원,지진대피소,옥외대피소,공원,"서울특별시관악구청룡동1526-1,1529-1","서울특별시관악구청룡동1526-1,1529-1","37.48240076
619035","126.9130932
4844724",952,1153,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
쑥고개어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구서림동1564-68,서울특별시관악구서림동1564-68,"37.4806782
3579898","126.917003
4006562",850,1030,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신화어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구서림동408-10,서울특별시관악구서림동408-10,"37.4820348
7842389","126.923907
2034242",710,860,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
일선어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구청룡동1587-7,서울특별시관악구청룡동1587-7,"37.47590542
0000885","126.925614
48286543",602,729,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
백설어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구낙성대동1606-11,서울특별시관악구낙성대동1606-11,"37.4767754
5108672","126.9333124
9767898",1127,1366,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
모래내어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구낙성대동1613-19,서울특별시관악구낙성대동1613-19,"37.4815406
42789064","126.9345451
9618086",1595,1933,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
까치어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구행운동1678-1,서울특별시관악구행운동1678-1,"37.482733
73204563","126.935616
95818144",1487,1802,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
낙성대공원,지진대피소,옥외대피소,공원,서울특별시관악구낙성대로77,서울특별시관악구낙성대로77,"37.4725010
14494505","126.9406000
5184032",31874,38635,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
강남구청주차장,지진대피소,옥외대피소,기타,서울특별시관악구학동로426,서울특별시관악구학동로426,"37.4808766
3389361","126.9401923
8636733",5176,6273,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
원당어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구인헌동196-240,서울특별시관악구인헌동196-240,"37.4810587
8515431","126.940973
6651994",325,393,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
교체어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구인헌동196-193,서울특별시관악구인헌동196-193,"37.4758617
3899624","126.940810
7718387",774,938,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
까치산근린공원,지진대피소,옥외대피소,공원,서울특별시관악구행운동산66-1,서울특별시관악구행운동산66-1,"37.4767249
7266025","126.935762
3352451",1293,1567,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
밤골어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구인헌3가길8,서울특별시관악구인헌3가길8,"37.4780116
61247955","126.949438
5111281",830,1006,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
당곡고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구봉천로21길101,서울특별시관악구봉천로21길101,"37.476183
37396199","126.953738
80399679",3615,4381,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
당곡초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구보라매로2길23,서울특별시관악구보라매로2길23,"37.4777628
2049979","126.955636
85030953",3439,4168,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
예촌어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구남현길41,서울특별시관악구남현길41,"37.479902
84416911","126.959438
95661303",1177,1426,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
군인아파트어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구남현동602-143,서울특별시관악구남현동602-143,"37.471222
40772193","126.959949
53347194",816,989,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
상록어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구승방3나길14,서울특별시관악구승방3나길14,"37.4754017
52552884","126.962608
66435927",1020,1236,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
새빛어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구신사로10길29,서울특별시관악구신사로10길29,"37.473375
70820232","126.964067
96302436",320,387,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
남부어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구남부순환로163가길20,서울특별시관악구남부순환로163가길20,"37.4780601
2539659","126.9666701
2565794",999,1210,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
새들창의어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구신림동1441-42,서울특별시관악구신림동1441-42,"37.474127
62495823","126.96726
55014086",810,981,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
선봉어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구봉천로27길20,서울특별시관악구봉천로27길20,"37.4920415
9043438","126.9345409
2481537",424,513,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
국지어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구은천동635-429,서울특별시관악구은천동635-429,"37.490156
27740424","126.9299848
8756736",1650,2000,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
중앙어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구봉천로41길35,서울특별시관악구봉천로41길35,"37.4745602
7307161","126.976703
35874368",655,793,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
새싹어린이공원,지진대피소,옥외대피소,공원,서울특별시관악구양녕로6다길11-4,서울특별시관악구양녕로6다길11-4,"37.471857
734088104","126.978961
62736022",1489,1804,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
문영여자중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구관악로85,서울특별시관악구관악로85,"37.47300570
0535246","126.980309
36682936",4307,5220,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
미림여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구호암로546,서울특별시관악구호암로546,"37.4862370
7389089","126.9150940
1917949",7701,9334,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
미성중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구문성로16길40,서울특별시관악구문성로16길40,"37.4850535
1041105","126.9205481
3706659",1618,1961,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
미성초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구문성로79,서울특별시관악구문성로79,"37.4886272
5908306","126.9257639
8684798",3244,3932,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
봉림중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구장군봉길72,서울특별시관악구장군봉길72,"37.485140
16786663","126.939633
09333171",6277,7608,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
봉원중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구관악로24가길15,서울특별시관악구관악로24가길15,"37.490038
6075268","126.940670
37764898",3679,4459,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
봉현초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구성현로117,서울특별시관악구성현로117,"37.4844892
98456296","126.948282
8323994",1445,1751,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
사당초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구남현4길51,서울특별시관악구남현4길51,"37.4844588
87661376","126.949536
84906726",6335,7678,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
삼성고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구신림로41,서울특별시관악구신림로41,"37.4731565
4056979","126.950964
73498157",5722,6935,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
삼성중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구신림로3가길39-24,서울특별시관악구신림로3가길39-24,"37.4667928
9240881","126.932742
75362766",3211,3892,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신관중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구신림로48길17-16,서울특별시관악구신림로48길17-16,"37.4753289
44925145","126.9125169
4360174",2043,2476,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신림고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구문성로119,서울특별시관악구문성로119,"37.4774062
002451","126.9118193
28554",4322,5238,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
청담목련공원,지진대피소,옥외대피소,공원,서울특별시관악구청담동51,서울특별시관악구청담동51,37.48071412,126.9381507,921,1116,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신림중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구신림로40,서울특별시관악구신림로40,"37.4841969
2421289","126.958142
05154312",4342,5263,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신림초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구문성로28길31,서울특별시관악구문성로28길31,"37.491022
3186317","126.955463
66572103",3228,3912,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신봉초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구양녕로6나길1,서울특별시관악구양녕로6나길1,"37.4743194
7375906","126.9745444
4212224",2535,3072,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신성초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구신림로114,서울특별시관악구신림로114,"37.469754
80721244","126.943416
96211424",3692,4475,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
신우초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구호암로498,서울특별시관악구호암로498,"37.4679338
64929336","126.9426162
1119827",3765,4563,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
영락고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구청룡16길25,서울특별시관악구청룡16길25,"37.4802823
0801226","126.9345733
5656815",5689,6895,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
원당초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구봉천로505,서울특별시관악구봉천로505,"37.4786273
2789191","126.9171622
5343704",3388,4106,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
원신초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구광신길177,서울특별시관악구광신길177,"37.4704160
4401947","126.945372
49226117",1587,1923,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
은천초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구은천동622-1,서울특별시관악구은천동622-1,"37.4772173
1598629","126.9275648
7120184",3421,4146,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
인헌고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구인헌9길74,서울특별시관악구인헌9길74,"37.4854384
56095004","126.949022
61471091",3534,4283,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
인헌중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구인헌9길35,서울특별시관악구인헌9길35,"37.47158705
1678235","126.936632
75034986",3883,4706,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
인헌초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구낙성대로23,서울특별시관악구낙성대로23,"37.46273862
9732954","126.932425
0173475",4804,5823,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
정문학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구난향3길31,서울특별시관악구난향3길31,"37.476481
18572847","126.944366
01554229",4458,5403,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
청룡초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구관악로5길61,서울특별시관악구관악로5길61,"37.4810977
03945736","126.956174
22214305",3699,4483,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
"건국대사범대학
부속중학교운동장",지진대피소,옥외대피소,운동장,서울특별시관악구화양동1,서울특별시관악구화양동1,"37.4669354
0350574","126.927444
09971519",5794,7023,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
"건국대학교운동장사범
대학부속고등학교운동장",지진대피소,옥외대피소,운동장,서울특별시관악구화양동1,서울특별시관악구화양동1,"37.486884
1163625","126.9428653
9202906",4926,5970,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
광남고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구아차산로70길17-16,서울특별시관악구아차산로70길17-16,"37.471584
7138864","126.970001
83612337",1784,2162,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
광남중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구아차산로70길35,서울특별시관악구아차산로70길35,"37.4728399
1247181","126.9695946
9459965",2845,3448,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
광남초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구아차산로70길35,서울특별시관악구아차산로70길35,"37.47637
100437855","126.960236
5477372",3048,3694,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
광양고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구자양로3가길31,서울특별시관악구자양로3가길31,"37.4618414
4905755","126.9167472
7951792",4669,5659,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
광양중학교운동장,지진대피소,옥외대피소,운동장,서울특별시관악구자양로3길7,서울특별시관악구자양로3길7,"37.476067
99072154","126.951122
16441383",3233,3918,Y,000-0000-0000,,관악구,,,,미적용,,,,1,,,관악구,02-879-5812,2018-08-06
광장중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구광장로1길1,서울특별시광진구광장로1길1,37.541082,127.082112,1866,2261,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
광장초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구광장로1길27,서울특별시광진구광장로1길27,37.54004,127.080349,2452,2972,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
광진중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로64길45,서울특별시광진구뚝섬로64길45,37.54152,127.10173,4388,5318,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
광진초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구자양로40길41,서울특별시광진구자양로40길41,37.540769,127.100983,1062,1287,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
구남초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구구의강변로69,서울특별시광진구구의강변로69,37.540769,127.100983,2356,2855,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
대원외국어고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구중곡4동176-124,서울특별시광진구중곡4동176-124,37.529521,127.085577,02-8206,4007,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
구의중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구광나루로30길80,서울특별시광진구광나루로30길80,37.530313,127.085987,3607,4372,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
구의초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구광나루로30길49,서울특별시광진구광나루로30길49,37.547093,127.101712,3297,3996,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
동국대학교운동장운동장사범대학부속여자중고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구구의1동238-1,서울특별시광진구구의1동238-1,37.548029,127.101037,6100,7393,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
광진구민체육센터,지진대피소,옥외대피소,기타,서울특별시광진구구천면로14,서울특별시광진구구천면로14,37.532517,127.089889,1806,2189,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
동의초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구영화사로111,서울특별시광진구영화사로111,37.54764,127.091305,3826,4637,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
동자초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로561,서울특별시광진구뚝섬로561,37.537125,127.092226,3698,4482,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
성동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구자양2동694-1,서울특별시광진구자양2동694-1,37.56317,127.0895,2779,3368,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
성자초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로56길7,서울특별시광진구뚝섬로56길7,37.543092,127.078745,1472,1784,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
세종초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구군자동98,서울특별시광진구군자동98,37.543139,127.079893,2106,2552,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
신양중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구자양강변길73,서울특별시광진구자양강변길73,37.577532,127.075151,3198,3876,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
신양초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구능동로42,서울특별시광진구능동로42,37.54645,127.106521,2344,2841,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
신자초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로46길64,서울특별시광진구뚝섬로46길64,37.553542,127.09879,2261,2740,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
양남초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로64길71,서울특별시광진구뚝섬로64길71,37.534882,127.072061,3580,4339,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
양진초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구워커힐로32,서울특별시광진구워커힐로32,37.532819,127.089526,1184,1435,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
용곡중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구용마산로22길76,서울특별시광진구용마산로22길76,37.531623,127.083263,2117,2566,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
용곡초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구용마산로22길82,서울특별시광진구용마산로22길82,37.552863,127.072995,4432,5372,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
용마초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구천호대로113길10,서울특별시광진구천호대로113길10,37.533609,127.063116,3583,4343,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
자양고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로37길28,서울특별시광진구뚝섬로37길28,37.534729,127.069498,4183,5070,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
자양중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구뚝섬로41길33,서울특별시광진구뚝섬로41길33,37.530315,127.075385,4150,5030,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
자양초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구아차산로44길26,서울특별시광진구아차산로44길26,37.531073,127.089599,910,1103,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
장안초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구군자로74,서울특별시광진구군자로74,37.544782,127.098273,2097,2541,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
중광초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구긴고랑로13길59,서울특별시광진구긴고랑로13길59,35.566171,127.08896,653,791,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
중마초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구동일로72길43,서울특별시광진구동일로72길43,37.566962,127.088728,2088,2530,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
삼성목련공원,지진대피소,옥외대피소,공원,서울특별시광진구삼성동55-1,서울특별시광진구삼성동55-1,37.558296,127.08424,1641,1989,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
화양초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구군자로9,서울특별시광진구군자로9,37.535654,127.072826,1793,2173,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
개명초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구개봉로1다길16-9,서울특별시광진구개봉로1다길16-9,37.53551,127.074499,1457,1766,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
개봉초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구개봉로16길30-11,서울특별시광진구개봉로16길30-11,37.537038,127.079441,3475,4212,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
개웅중학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구개봉로11길81,서울특별시광진구개봉로11길81,37.550278,127.072319,1587,1923,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
개웅초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시광진구개봉로11길98,서울특별시광진구개봉로11길98,37.565358,127.082354,2252,2729,Y,000-0000-0000,,광진구,,,,미적용,,,,1,,,광진구,02-450-7909,2018-08-06
